Date,Startup,Industry Vertical,SubVertical,City,Investor,Type,Amount in cr
2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bengalore,"Nexus Venture Partners, Mekin Maheshwari",Private,8.3
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed,0.83
2017-06-16,Portdesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed,16.6
2017-06-16,Edgefx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed,0.0
2017-06-16,Eazydiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed,0.0
2017-06-19,Healthintel,Healthcare,Online Pharmacy,New Delhi,BLIP Initiatives,Seed,0.0
2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bengalore,Eight Roads Ventures,Private,103.75
2017-06-20,Darwinbox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private,33.2
2017-06-20,Forevershop,Consumer Internet,Mobile based ecommerce platform,Bengalore,91maker.com,Seed,2.49
2017-06-21,Insider.In,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private,43.16
2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private,19.92
2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bengalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private,37.35
2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed,1.7845
2017-06-21,Mswipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private,257.3
2017-06-22,Oneassist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private,0.0
2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengalore,"General Catalyst, Founder Collective",Private,38.18
2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private,16.6
2017-06-23,Explore Life Traveling,Consumer Internet,Local homes booking platform,Bengalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed,4.15
2017-06-23,Loan Tap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private,33.2
2017-06-26,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed,8.3
2017-06-26,Hug Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private,41.5
2017-06-26,Flipkart,eCommerce,Online marketplace,Bengalore,Naspers,Private,589.3
2017-06-27,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private,33.2
2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private,41.5
2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,Bengalore,Gujarat Venture Finance Ltd,Private,0.0
2017-06-28,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed,2.5813
2017-06-28,Fitraq,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed,0.0
2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private,24.9
2017-06-29,Niki.Ai,Consumer Internet,AI Based Personal Assistant,Bengalore,"SAP.iO, Unilazer Ventures",Private,16.6
2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private,8.3
2017-06-30,Zinghr,Technology,"digital employee solutions,",Mumbai,Zeta,Private,0.0
2017-06-30,Tagos Design,Technology,in-video discovery platform,Bengalore,Undisclosed Investors,Private,41.5
2017-05-01,Urbanclap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private,174.3
2017-05-01,Ace2Three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private,611.71
2017-05-02,Power2Sme,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private,83.0
2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed,12.45
2017-05-02,4Tigo,Logistics,Truck Network company,Bengalore,"Accel Partners, Nandan Nilekani,",Private,83.0
2017-05-02,Smecorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private,0.0
2017-05-03,Zippserv,Consumer Internet,Real estate risk assessment platform,Bengalore,undisclosed investors,Seed,3.237
2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bengalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private,867.35
2017-05-04,Sumeru,Technology,Software & Mobile development services,Bengalore,undisclosed investors,Seed,8.3
2017-05-05,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private,0.0
2017-05-05,Healthmir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed,0.0
2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed,0.0
2017-05-05,I-Lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed,0.0
2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private,0.0
2017-05-08,Balance App,Consumer Internet,Money Savings & Management App,Bengalore,Rainmatter,Seed,1.9339
2017-05-08,Yepme,eCommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private,5.81
2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",Seed,0.0
2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed,0.0
2017-05-08,Mygreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Seed,8.3
2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bengalore,"Vertex Ventures, C31 Ventures",Private,41.5
2017-05-09,Cure Fit,Technology,Health-Tech Platform,Bengalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private,26.56
2017-05-09,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed,0.415
2017-05-09,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bengalore,Anand Chandrasekaran,Seed,0.0
2017-05-09,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private,0.0
2017-05-10,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private,0.0
2017-05-10,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed,0.0
2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private,11.62
2017-05-10,Shopclues,eCommerce,Online marketplace,Gurgaon,InnoVen Capital,Private,63.91
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bengalore,1Crowd,Seed,4.98
2017-05-11,Chymera Vr,Technology,Advertising Platform for Virtual Reality,Bengalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed,0.0
2017-05-11,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private,33.2
2017-05-11,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed,0.0
2017-05-12,Ion Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed,0.0
2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private,41.5
2017-05-12,Log9 Materials,Technology,NanoTech product developer,Bengalore,GEMs,Seed,0.0
2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private,3.8678
2017-05-15,Aequm,eCommerce,Cloud ECommerce platform,Bengalore,undisclosed investors,Seed,8.3
2017-05-15,Zapty,Technology,Project Management tool,Bengalore,IdeaSpring Capital,Seed,4.15
2017-05-16,Vernacular.Ai,Technology,Multi-lingual AI Platform for Businesses,Bengalore,Kstart Capital,Seed,0.0
2017-05-16,Niki.Ai,Technology,AI-based chatbot,Bengalore,SAP,Private,0.0
2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private,24.9
2017-05-17,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private,4.15
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed,2.075
2017-05-18,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private,43.99
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed,8.3
2017-05-18,Pumpkart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed,0.0
2017-05-19,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bengalore,SoftBank Group,Private,11620.0
2017-05-19,Ezcred,Consumer Internet,Consumer Lending Platform,Bengalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed,8.3
2017-05-20,Healthsutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed,0.0
2017-05-22,Yepme,eCommerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,Private,0.0
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private,249.0
2017-05-23,Zipgrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed,4.15
2017-05-23,Travelspice,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed,0.0
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private,54.78
2017-05-23,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed,0.0
2017-05-24,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private,8.3
2017-05-25,Gennext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed,4.814
2017-05-26,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private,66.4
2017-05-29,Whatsloan,Consumer Internet,Online Lending mobile app,Bengalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed,0.0
2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,Undisclosed,Seed,0.0
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed,0.0
2017-05-29,Wowflux,Technology,image Processing solution,New Delhi,Undisclosed Investors,Seed,0.0
2017-05-30,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private,29.05
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bengalore,Matrix Partners,Seed,0.0
2017-05-30,Simplilend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed,0.0
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private,12.45
2017-05-31,Swiggy,Consumer Internet,Online food delivery platform,Bengalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private,664.0
2017-05-31,Sastasundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private,41.5
2017-04-01,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private,58.1
2017-04-03,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private,31.54
2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private,68.06
2017-04-03,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private,0.0
2017-04-03,Healthcare At Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private,332.0
2017-04-03,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed,0.0
2017-04-04,Smartcoin,Consumer Internet,Micro Lending platform,Bengalore,Unicorn India Ventures & Others,Private,0.0
2017-04-04,Waycool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private,22.41
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bengalore,Bessemer Venture Partners,Private,50.63
2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bengalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private,30.627
2017-04-04,Elasticrun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private,58.1
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahemdabad,"Keyur Joshi, Pavan Bakeri",Seed,4.15
2017-04-05,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed,4.15
2017-04-05,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed,0.0
2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private,24.9
2017-04-06,Dataweave,Technology,Business Intelligence Solutions,Bengalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private,0.0
2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bengalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private,174.3
2017-04-07,Mech Mocha,Consumer Internet,Mobile gaming startup,Bengalore,"Accel Partners, Shunwei Capital",Private,41.5
2017-04-07,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed,0.0
2017-04-07,Qorqi,Healthcare,Online Healthcare provider,Noida,Paytm,Seed,0.0
2017-04-07,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed,0.0
2017-04-08,Pharmeasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private,149.4
2017-04-08,Wonderchef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private,0.0
2017-04-10,Fastfox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private,38.18
2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bengalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed,1.245
2017-04-11,Capital Float,Consumer Internet,Online Lending Platform for SME,Bengalore,Mahindra and Mahindra Financial Services,Private,19.09
2017-04-11,Ninjacart,eCommerce,B2B agri-marketing platform,Bengalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private,45.65
2017-04-11,Mergerware,Technology,Software solutions for M&As,Bengalore,Philippe Bouchet,Seed,0.83
2017-04-12,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed,0.0
2017-04-12,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private,33.2
2017-04-12,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private,37.35
2017-04-12,Hackerearth,Consumer Internet,Online Skill Assessment Platform,Bengalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private,37.35
2017-04-12,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private,17.43
2017-04-12,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed,0.0
2017-04-13,Scoutmytrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed,0.0
2017-04-13,Safetykart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private,0.0
2017-04-14,Weareholidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private,63.91
2017-04-15,Ola,Consumer Internet,Cab Aggregator App,Bengalore,SIMI Pacific Pte,Private,2158.0
2017-04-17,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed,2.573
2017-04-17,Credihealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private,12.45
2017-04-17,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed,0.0
2017-04-17,Rawpressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed,0.0
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed,1.4525
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed,5.146
2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed,0.0
2017-04-18,Lending Kart,Consumer Internet,Lending platform for small businesses,Ahemdabad,Anicut Capital,Private,38.595
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private,16.6
2017-04-18,Whodat,Technology,Markerless AR platform,Bengalore,Ideaspring Capital,Private,4.98
2017-04-19,Absentia Vr,Technology,Virtual Reality Startup,Bengalore,Exfinity Venture Partners,Private,10.375
2017-04-20,Iotrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed,1.2865
2017-04-20,Holachef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private,24.9
2017-04-21,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bengalore,Ankit Nagori,Private,0.0
2017-04-24,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed,8.3
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private,52.29
2017-04-24,Oyo,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private,2075.0
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private,26.56
2017-04-25,Niramai,Healthcare,Breast Cancer Screening Solutions,Bengalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed,0.0
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed,2.0335
